,num_USA,num_rest,num_total,ratio_USA,new_ratio_USA_Random,new_ratio_USA_MostPop,new_ratio_USA_UserKNN,new_ratio_USA_MF,new_ratio_USA_PMF,new_ratio_USA_BPR,new_ratio_USA_NMF,new_ratio_USA_WMF,new_ratio_USA_PF,new_ratio_USA_NeuMF,new_ratio_USA_VAECF
31226,2,7,9,0.2222222222222222,0.75,0.77,0.6,0.51,0.56,0.76,0.63,0.59,0.71,0.75,0.39
39159,2,7,9,0.2222222222222222,0.7,0.77,0.68,0.58,0.83,0.76,0.62,0.65,0.72,0.75,0.88
108336,2,7,9,0.2222222222222222,0.78,0.77,0.56,0.47,0.53,0.76,0.53,0.68,0.77,0.75,0.62
206775,2,7,9,0.2222222222222222,0.68,0.77,0.4,0.5,0.6,0.76,0.56,0.55,0.23,0.75,0.25
91631,2,7,9,0.2222222222222222,0.66,0.77,0.62,0.49,0.6,0.76,0.51,0.59,0.62,0.75,0.76
164096,5,17,22,0.2272727272727272,0.67,0.77,0.58,0.5,0.58,0.76,0.65,0.65,0.69,0.75,0.19
28255,3,10,13,0.2307692307692307,0.69,0.77,0.73,0.63,0.64,0.76,0.61,0.64,0.65,0.75,0.53
134483,3,10,13,0.2307692307692307,0.6,0.77,0.65,0.52,0.62,0.76,0.5,0.59,0.54,0.75,0.7
35320,3,10,13,0.2307692307692307,0.72,0.77,0.65,0.53,0.64,0.76,0.55,0.48,0.71,0.75,0.77
158226,18,59,77,0.2337662337662337,0.69,0.77,0.4,0.59,0.48,0.76,0.59,0.26,0.23,0.75,0.33
